a_phys,a,a_copy,b_phys,b,b_copy,pair_key,depth_um,cases
ow_Oocyte_Post_4_phys,Oocyte_Post_4,158,ow_Gonadal_Sheath_P4V_phys,Gonadal_Sheath_P4V,105,Gonadal_Sheath_P4V||Oocyte_Post_4,0.543115,45
ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,93,ow_Oocyte_Ant_2_phys,Oocyte_Ant_2,170,Gonadal_Sheath_A5D||Oocyte_Ant_2,0.534276,13
ow_vulF_phys,vulF,134,ow_vm2L_Post_phys,vm2L_Post,115,vm2L_Post||vulF,0.533082,2
ow_int6R_phys,int6R,186,ow_ut4_Post_phys,ut4_Post,149,int6R||ut4_Post,0.533008,4
ow_vulB2_phys,vulB2,127,ow_vulA_phys,vulA,125,vulA||vulB2,0.532481,1
ow_Gonadal_Sheath_A5V_phys,Gonadal_Sheath_A5V,172,ow_Oocyte_Ant_2_phys,Oocyte_Ant_2,170,Gonadal_Sheath_A5V||Oocyte_Ant_2,0.53113,3
ow_Oocyte_Post_5_phys,Oocyte_Post_5,157,ow_Gonadal_Sheath_P4D_phys,Gonadal_Sheath_P4D,96,Gonadal_Sheath_P4D||Oocyte_Post_5,0.5296799999999999,181
ow_int5L_phys,int5L,179,ow_ut1_Post_phys,ut1_Post,145,int5L||ut1_Post,0.529173,4
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_e2DR_phys,e2DR,7,Arcade_Cell_Post||e2DR,0.5273110000000001,21
ow_Oocyte_Post_8_phys,Oocyte_Post_8,154,ow_Gonadal_Sheath_P3L_phys,Gonadal_Sheath_P3L,97,Gonadal_Sheath_P3L||Oocyte_Post_8,0.526515,90
ow_uv2_Post_phys,uv2_Post,137,ow_utse_phys,utse,148,utse||uv2_Post,0.52079,26
ow_Gonadal_Sheath_A2R_phys,Gonadal_Sheath_A2R,111,ow_Oocyte_Ant_10_phys,Oocyte_Ant_10,162,Gonadal_Sheath_A2R||Oocyte_Ant_10,0.5184,14
ow_pm5VL_phys,pm5VL,29,ow_mc1DL_phys,mc1DL,42,mc1DL||pm5VL,0.51483,2
ow_uv1_Ant_phys,uv1_Ant,142,ow_vulD_phys,vulD,132,uv1_Ant||vulD,0.5129009999999999,1
ow_Oocyte_Post_7_phys,Oocyte_Post_7,155,ow_Gonadal_Sheath_P3L_phys,Gonadal_Sheath_P3L,97,Gonadal_Sheath_P3L||Oocyte_Post_7,0.512156,120
ow_vpi2_V_phys,vpi2_V,191,ow_int1DL_phys,int1DL,173,int1DL||vpi2_V,0.509858,76
ow_e2DR_phys,e2DR,7,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||e2DR,0.505381,103
ow_Oocyte_Post_8_phys,Oocyte_Post_8,154,ow_Gonadal_Sheath_P3R_phys,Gonadal_Sheath_P3R,106,Gonadal_Sheath_P3R||Oocyte_Post_8,0.505074,151
ow_Phar_Gland_g1_L_phys,Phar_Gland_g1_L,37,ow_pm6D_phys,pm6D,26,Phar_Gland_g1_L||pm6D,0.504858,96
ow_pm7D_phys,pm7D,24,ow_pm6D_phys,pm6D,26,pm6D||pm7D,0.503843,70
ow_e3D_phys,e3D,9,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||e3D,0.48783800000000005,75
ow_pm3VL_phys,pm3VL,40,ow_mc1DL_phys,mc1DL,42,mc1DL||pm3VL,0.48369999999999996,5
ow_e3D_phys,e3D,9,ow_e2DR_phys,e2DR,7,e2DR||e3D,0.478948,44
ow_e1D_phys,e1D,10,ow_e2DR_phys,e2DR,7,e1D||e2DR,0.477286,29
ow_e2V_phys,e2V,11,ow_e1VR_phys,e1VR,5,e1VR||e2V,0.477178,43
ow_vm2L_Post_phys,vm2L_Post,115,ow_uv3_Post_phys,uv3_Post,139,uv3_Post||vm2L_Post,0.476605,171
ow_Gonadal_Sheath_P3L_phys,Gonadal_Sheath_P3L,97,ow_Oocyte_Post_7_phys,Oocyte_Post_7,155,Gonadal_Sheath_P3L||Oocyte_Post_7,0.473522,7
ow_pm6VR_phys,pm6VR,28,ow_pm7VR_phys,pm7VR,44,pm6VR||pm7VR,0.473217,26
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_e3VR_phys,e3VR,6,Arcade_Cell_Post||e3VR,0.472981,16
ow_uv3_Ant_phys,uv3_Ant,140,ow_utse_phys,utse,148,utse||uv3_Ant,0.472342,40
ow_Phar_Gland_g1_R_phys,Phar_Gland_g1_R,0,ow_pm6D_phys,pm6D,26,Phar_Gland_g1_R||pm6D,0.47122800000000004,41
ow_pm2VL_phys,pm2VL,14,ow_mc1DL_phys,mc1DL,42,mc1DL||pm2VL,0.47082100000000005,18
ow_Gonadal_Sheath_P3R_phys,Gonadal_Sheath_P3R,106,ow_Oocyte_Post_8_phys,Oocyte_Post_8,154,Gonadal_Sheath_P3R||Oocyte_Post_8,0.470462,12
ow_pm2D_phys,pm2D,15,ow_e2DR_phys,e2DR,7,e2DR||pm2D,0.470092,20
ow_int8L_phys,int8L,176,ow_int9L_phys,int9L,175,int8L||int9L,0.47006400000000004,1
ow_Gonadal_Sheath_P3L_phys,Gonadal_Sheath_P3L,97,ow_Oocyte_Post_8_phys,Oocyte_Post_8,154,Gonadal_Sheath_P3L||Oocyte_Post_8,0.468203,13
ow_Gonadal_Sheath_P4D_phys,Gonadal_Sheath_P4D,96,ow_Gonadal_Sheath_P3L_phys,Gonadal_Sheath_P3L,97,Gonadal_Sheath_P3L||Gonadal_Sheath_P4D,0.466909,1
ow_Gonadal_Sheath_A1R_phys,Gonadal_Sheath_A1R,112,ow_Gonadal_Sheath_A1L_phys,Gonadal_Sheath_A1L,102,Gonadal_Sheath_A1L||Gonadal_Sheath_A1R,0.465747,6
ow_int6L_phys,int6L,178,ow_ut3_Post_phys,ut3_Post,143,int6L||ut3_Post,0.461424,3
ow_utse_phys,utse,148,ow_uv3_Ant_phys,uv3_Ant,140,utse||uv3_Ant,0.45568000000000003,29
ow_pm1_phys,pm1,12,ow_pm3D_phys,pm3D,41,pm1||pm3D,0.452329,9
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_e2V_phys,e2V,11,Arcade_Cell_Post||e2V,0.448259,11
ow_pm1_phys,pm1,12,ow_pm3VL_phys,pm3VL,40,pm1||pm3VL,0.447775,7
ow_int5R_phys,int5R,187,ow_ut1_Post_phys,ut1_Post,145,int5R||ut1_Post,0.446171,2
ow_vulB2_phys,vulB2,127,ow_vulB1_phys,vulB1,126,vulB1||vulB2,0.445985,101
ow_vulB1_phys,vulB1,126,ow_vulB2_phys,vulB2,127,vulB1||vulB2,0.43985199999999997,82
ow_Sp_bag_A_4V_phys,Sp_bag_A_4V,69,ow_Sp_Ut_Valve_Ant_phys,Sp_Ut_Valve_Ant,152,Sp_Ut_Valve_Ant||Sp_bag_A_4V,0.43884500000000004,1
ow_mc1V_phys,mc1V,19,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||mc1V,0.43816000000000005,9
ow_e3VR_phys,e3VR,6,ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,Arcade_Cell_Ant||e3VR,0.434964,3
ow_pm3D_phys,pm3D,41,ow_mc1DR_phys,mc1DR,20,mc1DR||pm3D,0.434603,4
ow_Gonadal_Sheath_P4V_phys,Gonadal_Sheath_P4V,105,ow_Oocyte_Post_5_phys,Oocyte_Post_5,157,Gonadal_Sheath_P4V||Oocyte_Post_5,0.431536,35
ow_pm4VL_phys,pm4VL,33,ow_pm5VL_phys,pm5VL,29,pm4VL||pm5VL,0.42740100000000003,18
ow_Gonadal_Sheath_A5V_phys,Gonadal_Sheath_A5V,172,ow_Oocyte_Ant_3_phys,Oocyte_Ant_3,169,Gonadal_Sheath_A5V||Oocyte_Ant_3,0.427141,14
ow_pm4D_phys,pm4D,34,ow_pm1_phys,pm1,12,pm1||pm4D,0.42690100000000003,2
ow_Oocyte_Post_5_phys,Oocyte_Post_5,157,ow_Gonadal_Sheath_P4V_phys,Gonadal_Sheath_P4V,105,Gonadal_Sheath_P4V||Oocyte_Post_5,0.426471,30
ow_Oocyte_Post_3_phys,Oocyte_Post_3,159,ow_Gonadal_Sheath_P4V_phys,Gonadal_Sheath_P4V,105,Gonadal_Sheath_P4V||Oocyte_Post_3,0.423162,20
ow_Oocyte_Ant_10_phys,Oocyte_Ant_10,162,ow_Gonadal_Sheath_A2L_phys,Gonadal_Sheath_A2L,101,Gonadal_Sheath_A2L||Oocyte_Ant_10,0.420987,1
ow_um2L_Post_phys,um2L_Post,119,ow_ut1_Post_phys,ut1_Post,145,um2L_Post||ut1_Post,0.416194,23
ow_e3VL_phys,e3VL,35,ow_e2DL_phys,e2DL,8,e2DL||e3VL,0.41277800000000003,54
ow_rect_VR_phys,rect_VR,200,ow_rect_D_phys,rect_D,201,rect_D||rect_VR,0.412009,25
ow_Gonadal_Sheath_P2L_phys,Gonadal_Sheath_P2L,98,ow_Rachis_P_phys,Rachis_P,103,Gonadal_Sheath_P2L||Rachis_P,0.41009500000000004,1
ow_pm1_phys,pm1,12,ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,Arcade_Cell_Ant||pm1,0.409032,2
ow_pm5VL_phys,pm5VL,29,ow_mc2V_phys,mc2V,17,mc2V||pm5VL,0.407647,8
ow_mc1DL_phys,mc1DL,42,ow_mc2DL_phys,mc2DL,31,mc1DL||mc2DL,0.40661,4
ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,ow_pm3VR_phys,pm3VR,43,Phar_Gland_Dorsal_g2||pm3VR,0.406039,12
ow_vm2L_Ant_phys,vm2L_Ant,136,ow_uv3_Ant_phys,uv3_Ant,140,uv3_Ant||vm2L_Ant,0.403209,169
ow_mc3DL_phys,mc3DL,27,ow_pm7D_phys,pm7D,24,mc3DL||pm7D,0.40304199999999996,3
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_mc1V_phys,mc1V,19,Arcade_Cell_Post||mc1V,0.402555,7
ow_Oocyte_Post_2_phys,Oocyte_Post_2,160,ow_Oocyte_Post_3_phys,Oocyte_Post_3,159,Oocyte_Post_2||Oocyte_Post_3,0.39637,1
ow_pm4VL_phys,pm4VL,33,ow_mc1V_phys,mc1V,19,mc1V||pm4VL,0.394765,2
ow_Gonadal_Sheath_P5V_phys,Gonadal_Sheath_P5V,153,ow_Oocyte_Post_3_phys,Oocyte_Post_3,159,Gonadal_Sheath_P5V||Oocyte_Post_3,0.394736,7
ow_um1R_Ant_phys,um1R_Ant,123,ow_vulC_phys,vulC,128,um1R_Ant||vulC,0.392976,14
ow_Oocyte_Post_3_phys,Oocyte_Post_3,159,ow_Gonadal_Sheath_P5V_phys,Gonadal_Sheath_P5V,153,Gonadal_Sheath_P5V||Oocyte_Post_3,0.392013,8
ow_e2V_phys,e2V,11,ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,Arcade_Cell_Ant||e2V,0.391152,16
ow_e1VR_phys,e1VR,5,ow_e3VR_phys,e3VR,6,e1VR||e3VR,0.389428,46
ow_utse_phys,utse,148,ow_uv3_Post_phys,uv3_Post,139,utse||uv3_Post,0.38849900000000004,13
ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,ow_e1D_phys,e1D,10,Arcade_Cell_Ant||e1D,0.387386,3
ow_Oocyte_Post_8_phys,Oocyte_Post_8,154,ow_Rachis_P_phys,Rachis_P,103,Oocyte_Post_8||Rachis_P,0.387159,1
ow_vulB1_phys,vulB1,126,ow_vulA_phys,vulA,125,vulA||vulB1,0.381168,46
ow_Oocyte_Ant_9_phys,Oocyte_Ant_9,163,ow_Gonadal_Sheath_A3R_phys,Gonadal_Sheath_A3R,110,Gonadal_Sheath_A3R||Oocyte_Ant_9,0.381144,55
ow_mc1V_phys,mc1V,19,ow_mc2V_phys,mc2V,17,mc1V||mc2V,0.38064600000000004,10
ow_ut3_Ant_phys,ut3_Ant,147,ow_int4V_phys,int4V,180,int4V||ut3_Ant,0.380102,7
ow_e3VL_phys,e3VL,35,ow_e1VL_phys,e1VL,36,e1VL||e3VL,0.379847,40
ow_pm1_phys,pm1,12,ow_e1VR_phys,e1VR,5,e1VR||pm1,0.37955500000000003,2
ow_Oocyte_Ant_10_phys,Oocyte_Ant_10,162,ow_Gonadal_Sheath_A2R_phys,Gonadal_Sheath_A2R,111,Gonadal_Sheath_A2R||Oocyte_Ant_10,0.37775400000000003,102
ow_um1R_Post_phys,um1R_Post,118,ow_vulC_phys,vulC,128,um1R_Post||vulC,0.376988,123
ow_pm6VR_phys,pm6VR,28,ow_Phar_Gland_g2_VR_phys,Phar_Gland_g2_VR,1,Phar_Gland_g2_VR||pm6VR,0.376801,2
ow_Gonadal_Sheath_A3R_phys,Gonadal_Sheath_A3R,110,ow_Oocyte_Ant_9_phys,Oocyte_Ant_9,163,Gonadal_Sheath_A3R||Oocyte_Ant_9,0.374976,20
ow_pm2D_phys,pm2D,15,ow_mc1DR_phys,mc1DR,20,mc1DR||pm2D,0.374911,12
ow_int1VL_phys,int1VL,184,ow_vpi1_phys,vpi1,193,int1VL||vpi1,0.37312799999999996,2
ow_ut2_Post_phys,ut2_Post,144,ow_um2L_Post_phys,um2L_Post,119,um2L_Post||ut2_Post,0.370877,12
ow_e1VR_phys,e1VR,5,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||e1VR,0.37015699999999996,75
ow_e2DL_phys,e2DL,8,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||e2DL,0.367576,212
ow_vulF_phys,vulF,134,ow_uv2_Post_phys,uv2_Post,137,uv2_Post||vulF,0.365819,18
ow_vulA_phys,vulA,125,ow_vulB1_phys,vulB1,126,vulA||vulB1,0.365597,26
ow_pm7VL_phys,pm7VL,23,ow_pm6VL_phys,pm6VL,25,pm6VL||pm7VL,0.364536,45
ow_Gonadal_Sheath_P1L_phys,Gonadal_Sheath_P1L,99,ow_Gonadal_Sheath_P2L_phys,Gonadal_Sheath_P2L,98,Gonadal_Sheath_P1L||Gonadal_Sheath_P2L,0.361782,7
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_e1VL_phys,e1VL,36,Arcade_Cell_Post||e1VL,0.360611,11
ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Ant||Arcade_Cell_Post,0.360079,169
ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,ow_e2DL_phys,e2DL,8,Arcade_Cell_Ant||e2DL,0.358566,2
ow_um1R_Ant_phys,um1R_Ant,123,ow_vulB2_phys,vulB2,127,um1R_Ant||vulB2,0.358459,27
ow_um2R_Post_phys,um2R_Post,124,ow_ut1_Post_phys,ut1_Post,145,um2R_Post||ut1_Post,0.353666,30
ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,ow_e2DR_phys,e2DR,7,Arcade_Cell_Ant||e2DR,0.353177,7
ow_ut1_Post_phys,ut1_Post,145,ow_um2R_Post_phys,um2R_Post,124,um2R_Post||ut1_Post,0.352414,18
ow_pm5VR_phys,pm5VR,32,ow_mc1V_phys,mc1V,19,mc1V||pm5VR,0.352173,5
ow_pm2D_phys,pm2D,15,ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,Arcade_Cell_Ant||pm2D,0.346526,3
ow_mc1DR_phys,mc1DR,20,ow_pm2D_phys,pm2D,15,mc1DR||pm2D,0.346368,7
ow_Rachis_P_phys,Rachis_P,103,ow_Gonadal_Sheath_P2L_phys,Gonadal_Sheath_P2L,98,Gonadal_Sheath_P2L||Rachis_P,0.34536500000000003,1
ow_uv1_Post_phys,uv1_Post,138,ow_uv2_Post_phys,uv2_Post,137,uv1_Post||uv2_Post,0.34522699999999995,22
ow_e2DR_phys,e2DR,7,ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,Arcade_Cell_Ant||e2DR,0.341993,9
ow_mc2V_phys,mc2V,17,ow_mc1V_phys,mc1V,19,mc1V||mc2V,0.340806,2
ow_Gonadal_Sheath_P5V_phys,Gonadal_Sheath_P5V,153,ow_Gonadal_Sheath_P5D_phys,Gonadal_Sheath_P5D,95,Gonadal_Sheath_P5D||Gonadal_Sheath_P5V,0.339841,7
ow_ut4_Ant_phys,ut4_Ant,150,ow_int4V_phys,int4V,180,int4V||ut4_Ant,0.33961399999999997,3
ow_Gonadal_Sheath_A5V_phys,Gonadal_Sheath_A5V,172,ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,93,Gonadal_Sheath_A5D||Gonadal_Sheath_A5V,0.339096,37
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_e3D_phys,e3D,9,Arcade_Cell_Post||e3D,0.335842,15
ow_pm8_phys,pm8,21,ow_vpi1_phys,vpi1,193,pm8||vpi1,0.33529000000000003,140
ow_e3VR_phys,e3VR,6,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||e3VR,0.3343,38
ow_vpi1_phys,vpi1,193,ow_pm8_phys,pm8,21,pm8||vpi1,0.331778,100
ow_Gonadal_Sheath_P4V_phys,Gonadal_Sheath_P4V,105,ow_Oocyte_Post_3_phys,Oocyte_Post_3,159,Gonadal_Sheath_P4V||Oocyte_Post_3,0.329632,15
ow_Oocyte_Ant_3_phys,Oocyte_Ant_3,169,ow_Gonadal_Sheath_A5V_phys,Gonadal_Sheath_A5V,172,Gonadal_Sheath_A5V||Oocyte_Ant_3,0.32945100000000005,12
ow_int6R_phys,int6R,186,ow_ut3_Post_phys,ut3_Post,143,int6R||ut3_Post,0.327335,2
ow_ut2_Post_phys,ut2_Post,144,ow_ut3_Post_phys,ut3_Post,143,ut2_Post||ut3_Post,0.327237,1
ow_um1L_Ant_phys,um1L_Ant,117,ow_utse_phys,utse,148,um1L_Ant||utse,0.323778,20
ow_Gonadal_Sheath_P3L_phys,Gonadal_Sheath_P3L,97,ow_Gonadal_Sheath_P2L_phys,Gonadal_Sheath_P2L,98,Gonadal_Sheath_P2L||Gonadal_Sheath_P3L,0.322517,1
ow_pm2VL_phys,pm2VL,14,ow_e1VL_phys,e1VL,36,e1VL||pm2VL,0.32201799999999997,17
ow_pm2VL_phys,pm2VL,14,ow_pm1_phys,pm1,12,pm1||pm2VL,0.319582,16
ow_um1R_Ant_phys,um1R_Ant,123,ow_utse_phys,utse,148,um1R_Ant||utse,0.318926,7
ow_pm6D_phys,pm6D,26,ow_Phar_Gland_g1_L_phys,Phar_Gland_g1_L,37,Phar_Gland_g1_L||pm6D,0.316738,2
ow_Oocyte_Ant_6_phys,Oocyte_Ant_6,166,ow_Oocyte_Ant_5_phys,Oocyte_Ant_5,167,Oocyte_Ant_5||Oocyte_Ant_6,0.31522,1
ow_mc1DR_phys,mc1DR,20,ow_pm3VR_phys,pm3VR,43,mc1DR||pm3VR,0.31483,4
ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,93,ow_Gonadal_Sheath_A5V_phys,Gonadal_Sheath_A5V,172,Gonadal_Sheath_A5D||Gonadal_Sheath_A5V,0.313171,38
ow_Sp_bag_A_1L_phys,Sp_bag_A_1L,79,ow_Sp_bag_A_1D_phys,Sp_bag_A_1D,80,Sp_bag_A_1D||Sp_bag_A_1L,0.310136,3
ow_e1VL_phys,e1VL,36,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||e1VL,0.309844,179
ow_vulF_phys,vulF,134,ow_uv1_Ant_phys,uv1_Ant,142,uv1_Ant||vulF,0.309378,8
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_e1D_phys,e1D,10,Arcade_Cell_Post||e1D,0.30893400000000004,6
ow_uv1_Post_phys,uv1_Post,138,ow_vulE_phys,vulE,133,uv1_Post||vulE,0.308586,104
ow_vulD_phys,vulD,132,ow_um1L_Ant_phys,um1L_Ant,117,um1L_Ant||vulD,0.304417,10
ow_vulE_phys,vulE,133,ow_vulD_phys,vulD,132,vulD||vulE,0.30273,45
ow_um1L_Post_phys,um1L_Post,116,ow_uv3_Post_phys,uv3_Post,139,um1L_Post||uv3_Post,0.30252999999999997,22
ow_Sp_bag_P_2L_phys,Sp_bag_P_2L,61,ow_Sp_bag_P_1L_phys,Sp_bag_P_1L,59,Sp_bag_P_1L||Sp_bag_P_2L,0.302359,1
ow_vm2R_Post_phys,vm2R_Post,135,ow_uv3_Post_phys,uv3_Post,139,uv3_Post||vm2R_Post,0.302051,49
ow_pm2VL_phys,pm2VL,14,ow_mc1V_phys,mc1V,19,mc1V||pm2VL,0.30133,5
ow_e1D_phys,e1D,10,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||e1D,0.296823,167
ow_um2R_Ant_phys,um2R_Ant,122,ow_ut2_Ant_phys,ut2_Ant,121,um2R_Ant||ut2_Ant,0.29597500000000004,14
ow_uv3_Ant_phys,uv3_Ant,140,ow_uv2_Ant_phys,uv2_Ant,141,uv2_Ant||uv3_Ant,0.292447,7
ow_mc1DR_phys,mc1DR,20,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||mc1DR,0.290185,2
ow_vulD_phys,vulD,132,ow_vulE_phys,vulE,133,vulD||vulE,0.287467,58
ow_int5L_phys,int5L,179,ow_um2R_Post_phys,um2R_Post,124,int5L||um2R_Post,0.28695499999999996,3
ow_ut2_Ant_phys,ut2_Ant,121,ow_um2R_Ant_phys,um2R_Ant,122,um2R_Ant||ut2_Ant,0.28520100000000004,7
ow_pm1_phys,pm1,12,ow_pm3VR_phys,pm3VR,43,pm1||pm3VR,0.283269,5
ow_um1R_Post_phys,um1R_Post,118,ow_vulD_phys,vulD,132,um1R_Post||vulD,0.283036,76
ow_vm1R_Ant_phys,vm1R_Ant,129,ow_vulD_phys,vulD,132,vm1R_Ant||vulD,0.280913,162
ow_mc1V_phys,mc1V,19,ow_pm1_phys,pm1,12,mc1V||pm1,0.28078,13
ow_um1L_Post_phys,um1L_Post,116,ow_vulD_phys,vulD,132,um1L_Post||vulD,0.280671,50
ow_int1DL_phys,int1DL,173,ow_vpi2_V_phys,vpi2_V,191,int1DL||vpi2_V,0.27868200000000004,5
ow_rect_VL_phys,rect_VL,202,ow_rect_D_phys,rect_D,201,rect_D||rect_VL,0.273515,44
ow_pm1_phys,pm1,12,ow_mc1V_phys,mc1V,19,mc1V||pm1,0.272829,17
ow_pm2D_phys,pm2D,15,ow_pm3D_phys,pm3D,41,pm2D||pm3D,0.27131900000000003,3
ow_int5R_phys,int5R,187,ow_um2R_Post_phys,um2R_Post,124,int5R||um2R_Post,0.270329,14
ow_vulD_phys,vulD,132,ow_um1R_Post_phys,um1R_Post,118,um1R_Post||vulD,0.26711900000000005,40
ow_e2DL_phys,e2DL,8,ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,Arcade_Cell_Ant||e2DL,0.266629,5
ow_pm7VL_phys,pm7VL,23,ow_mc3V_phys,mc3V,22,mc3V||pm7VL,0.265886,4
ow_um1R_Ant_phys,um1R_Ant,123,ow_vm1R_Ant_phys,vm1R_Ant,129,um1R_Ant||vm1R_Ant,0.26450599999999996,3
ow_Sp_bag_A_1R_phys,Sp_bag_A_1R,78,ow_Sp_bag_A_1D_phys,Sp_bag_A_1D,80,Sp_bag_A_1D||Sp_bag_A_1R,0.264122,5
ow_vulB2_phys,vulB2,127,ow_vulC_phys,vulC,128,vulB2||vulC,0.263794,88
ow_pm1_phys,pm1,12,ow_mc1DR_phys,mc1DR,20,mc1DR||pm1,0.263427,10
ow_vm1L_Ant_phys,vm1L_Ant,113,ow_vulD_phys,vulD,132,vm1L_Ant||vulD,0.261326,49
ow_e1VR_phys,e1VR,5,ow_e2V_phys,e2V,11,e1VR||e2V,0.260432,39
ow_e3VL_phys,e3VL,35,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||e3VL,0.26031099999999996,103
ow_mc2V_phys,mc2V,17,ow_pm5VL_phys,pm5VL,29,mc2V||pm5VL,0.257595,20
ow_Sp_neck_P_4L_phys,Sp_neck_P_4L,50,ow_Sp_bag_P_1V_phys,Sp_bag_P_1V,54,Sp_bag_P_1V||Sp_neck_P_4L,0.257253,23
ow_Sp_bag_P_1V_phys,Sp_bag_P_1V,54,ow_Sp_neck_P_4R_phys,Sp_neck_P_4R,53,Sp_bag_P_1V||Sp_neck_P_4R,0.255332,29
ow_vulC_phys,vulC,128,ow_vulB2_phys,vulB2,127,vulB2||vulC,0.255175,173
ow_Sp_neck_P_4R_phys,Sp_neck_P_4R,53,ow_Sp_bag_P_1V_phys,Sp_bag_P_1V,54,Sp_bag_P_1V||Sp_neck_P_4R,0.254759,30
ow_Sp_bag_P_1V_phys,Sp_bag_P_1V,54,ow_Sp_neck_P_4L_phys,Sp_neck_P_4L,50,Sp_bag_P_1V||Sp_neck_P_4L,0.2546,31
ow_Oocyte_Ant_8_phys,Oocyte_Ant_8,164,ow_Gonadal_Sheath_A3L_phys,Gonadal_Sheath_A3L,100,Gonadal_Sheath_A3L||Oocyte_Ant_8,0.253854,1
ow_pm2D_phys,pm2D,15,ow_mc1DL_phys,mc1DL,42,mc1DL||pm2D,0.253828,15
ow_pm2VL_phys,pm2VL,14,ow_pm3VL_phys,pm3VL,40,pm2VL||pm3VL,0.253572,23
ow_vm1R_Post_phys,vm1R_Post,130,ow_vulD_phys,vulD,132,vm1R_Post||vulD,0.252738,80
ow_pm6VL_phys,pm6VL,25,ow_pm7VL_phys,pm7VL,23,pm6VL||pm7VL,0.251112,6
ow_vm1R_Ant_phys,vm1R_Ant,129,ow_um1R_Ant_phys,um1R_Ant,123,um1R_Ant||vm1R_Ant,0.250623,40
ow_Sp_bag_P_3L_phys,Sp_bag_P_3L,64,ow_Sp_bag_P_3D_phys,Sp_bag_P_3D,63,Sp_bag_P_3D||Sp_bag_P_3L,0.24987600000000001,1
ow_pm2VL_phys,pm2VL,14,ow_e3VL_phys,e3VL,35,e3VL||pm2VL,0.248612,11
ow_int3D_phys,int3D,199,ow_int4D_phys,int4D,185,int3D||int4D,0.247522,1
ow_Oocyte_Post_7_phys,Oocyte_Post_7,155,ow_Gonadal_Sheath_P3R_phys,Gonadal_Sheath_P3R,106,Gonadal_Sheath_P3R||Oocyte_Post_7,0.24714,48
ow_pm6VL_phys,pm6VL,25,ow_Phar_Gland_g1_L_phys,Phar_Gland_g1_L,37,Phar_Gland_g1_L||pm6VL,0.246815,2
ow_vpi2_DR_phys,vpi2_DR,192,ow_vpi2_V_phys,vpi2_V,191,vpi2_DR||vpi2_V,0.245697,1
ow_vulC_phys,vulC,128,ow_um1R_Post_phys,um1R_Post,118,um1R_Post||vulC,0.245678,27
ow_Gonadal_Sheath_P2L_phys,Gonadal_Sheath_P2L,98,ow_Gonadal_Sheath_P1R_phys,Gonadal_Sheath_P1R,108,Gonadal_Sheath_P1R||Gonadal_Sheath_P2L,0.244404,2
