a_phys,a,a_copy,b_phys,b,b_copy,pair_key,depth_um,cases
ow_rect_D_phys,rect_D,300,ow_rect_VL_phys,rect_VL,301,rect_D||rect_VL,0.239883,3
ow_Rachis_P_phys,Rachis_P,198,ow_Gonadal_Sheath_P1R_phys,Gonadal_Sheath_P1R,203,Gonadal_Sheath_P1R||Rachis_P,0.23584,1
ow_mu_bod_DR23_phys,mu_bod_DR23,89,ow_Rachis_P_phys,Rachis_P,198,Rachis_P||mu_bod_DR23,0.235503,1
ow_um1L_Ant_phys,um1L_Ant,212,ow_vulD_phys,vulD,227,um1L_Ant||vulD,0.234907,13
ow_pm1_phys,pm1,12,ow_pm4VL_phys,pm4VL,33,pm1||pm4VL,0.23249799999999998,6
ow_vulC_phys,vulC,223,ow_um1R_Ant_phys,um1R_Ant,218,um1R_Ant||vulC,0.232453,14
ow_vm2R_Ant_phys,vm2R_Ant,209,ow_uv2_Ant_phys,uv2_Ant,236,uv2_Ant||vm2R_Ant,0.232317,5
ow_vm1R_Post_phys,vm1R_Post,225,ow_um1R_Post_phys,um1R_Post,213,um1R_Post||vm1R_Post,0.232056,94
ow_pm6VL_phys,pm6VL,25,ow_Phar_Gland_g2_VL_phys,Phar_Gland_g2_VL,38,Phar_Gland_g2_VL||pm6VL,0.229063,1
ow_pm6VL_phys,pm6VL,25,ow_pm7VL_phys,pm7VL,23,pm6VL||pm7VL,0.22891499999999998,4
ow_mc1DL_phys,mc1DL,42,ow_mc2DL_phys,mc2DL,31,mc1DL||mc2DL,0.226274,4
ow_Gonadal_Sheath_P4V_phys,Gonadal_Sheath_P4V,200,ow_Gonadal_Sheath_P4D_phys,Gonadal_Sheath_P4D,191,Gonadal_Sheath_P4D||Gonadal_Sheath_P4V,0.219903,3
ow_Sp_neck_P_4L_phys,Sp_neck_P_4L,145,ow_Sp_neck_P_3L_phys,Sp_neck_P_3L,146,Sp_neck_P_3L||Sp_neck_P_4L,0.219057,1
ow_pm1_phys,pm1,12,ow_mc1DL_phys,mc1DL,42,mc1DL||pm1,0.218797,2
ow_e2V_phys,e2V,11,ow_e3VR_phys,e3VR,6,e2V||e3VR,0.218138,4
ow_um1L_Post_phys,um1L_Post,211,ow_vm2L_Post_phys,vm2L_Post,210,um1L_Post||vm2L_Post,0.217168,1
ow_pm3D_phys,pm3D,41,ow_pm1_phys,pm1,12,pm1||pm3D,0.216982,12
ow_mc1DR_phys,mc1DR,20,ow_pm2VR_phys,pm2VR,13,mc1DR||pm2VR,0.208279,3
ow_vpi2_DR_phys,vpi2_DR,287,ow_vpi2_V_phys,vpi2_V,286,vpi2_DR||vpi2_V,0.20563599999999999,1
ow_mu_bod_VR15_phys,mu_bod_VR15,81,ow_um1R_Ant_phys,um1R_Ant,218,mu_bod_VR15||um1R_Ant,0.20516,1
ow_e2DL_phys,e2DL,8,ow_pm1_phys,pm1,12,e2DL||pm1,0.20505500000000002,1
ow_pm4D_phys,pm4D,34,ow_pm5D_phys,pm5D,30,pm4D||pm5D,0.203569,2
ow_pm2VR_phys,pm2VR,13,ow_pm3VR_phys,pm3VR,43,pm2VR||pm3VR,0.202108,9
ow_uv2_Ant_phys,uv2_Ant,236,ow_vulF_phys,vulF,229,uv2_Ant||vulF,0.202069,25
ow_pm1_phys,pm1,12,ow_pm3VR_phys,pm3VR,43,pm1||pm3VR,0.200934,3
ow_Gonadal_Sheath_P1R_phys,Gonadal_Sheath_P1R,203,ow_Gonadal_Sheath_P5D_phys,Gonadal_Sheath_P5D,190,Gonadal_Sheath_P1R||Gonadal_Sheath_P5D,0.19897800000000002,1
ow_mu_bod_VL17_phys,mu_bod_VL17,58,ow_int6L_phys,int6L,273,int6L||mu_bod_VL17,0.198822,8
ow_vm2L_Post_phys,vm2L_Post,210,ow_utse_phys,utse,243,utse||vm2L_Post,0.198345,69
ow_Sp_bag_P_3L_phys,Sp_bag_P_3L,159,ow_Sp_bag_P_3V_phys,Sp_bag_P_3V,151,Sp_bag_P_3L||Sp_bag_P_3V,0.198189,1
ow_mu_bod_VR12_phys,mu_bod_VR12,72,ow_mu_bod_VL12_phys,mu_bod_VL12,50,mu_bod_VL12||mu_bod_VR12,0.19734100000000002,4
ow_pm2D_phys,pm2D,15,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||pm2D,0.196321,3
ow_uv2_Post_phys,uv2_Post,232,ow_vulF_phys,vulF,229,uv2_Post||vulF,0.195713,23
ow_int6R_phys,int6R,281,ow_ut3_Post_phys,ut3_Post,238,int6R||ut3_Post,0.194429,1
ow_vm1L_Post_phys,vm1L_Post,226,ow_vulD_phys,vulD,227,vm1L_Post||vulD,0.19381,41
ow_ut2_Ant_phys,ut2_Ant,216,ow_um2L_Ant_phys,um2L_Ant,215,um2L_Ant||ut2_Ant,0.193486,2
ow_e1VL_phys,e1VL,36,ow_pm2VL_phys,pm2VL,14,e1VL||pm2VL,0.19337100000000002,2
ow_mc2DL_phys,mc2DL,31,ow_mc1DL_phys,mc1DL,42,mc1DL||mc2DL,0.191448,2
ow_vm2R_Post_phys,vm2R_Post,230,ow_utse_phys,utse,243,utse||vm2R_Post,0.190748,57
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_pm2D_phys,pm2D,15,Arcade_Cell_Post||pm2D,0.187978,1
ow_mu_bod_VR9_phys,mu_bod_VR9,84,ow_mu_bod_VR12_phys,mu_bod_VR12,72,mu_bod_VR12||mu_bod_VR9,0.187386,4
ow_e1D_phys,e1D,10,ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,Arcade_Cell_Ant||e1D,0.187028,1
ow_pm7D_phys,pm7D,24,ow_pm8_phys,pm8,21,pm7D||pm8,0.186309,40
ow_pm8_phys,pm8,21,ow_pm7D_phys,pm7D,24,pm7D||pm8,0.184841,32
ow_int9L_phys,int9L,270,ow_int9R_phys,int9R,289,int9L||int9R,0.184538,1
ow_mc3V_phys,mc3V,22,ow_mc2V_phys,mc2V,17,mc2V||mc3V,0.184471,1
ow_e3D_phys,e3D,9,ow_pm3D_phys,pm3D,41,e3D||pm3D,0.184054,10
ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,ow_e3D_phys,e3D,9,Arcade_Cell_Ant||e3D,0.183531,14
ow_um2L_Ant_phys,um2L_Ant,215,ow_ut1_Ant_phys,ut1_Ant,241,um2L_Ant||ut1_Ant,0.182643,2
ow_pm5D_phys,pm5D,30,ow_mc2DL_phys,mc2DL,31,mc2DL||pm5D,0.180992,2
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_mc1DL_phys,mc1DL,42,Arcade_Cell_Post||mc1DL,0.180696,2
ow_pm2D_phys,pm2D,15,ow_pm1_phys,pm1,12,pm1||pm2D,0.180268,30
ow_mc2V_phys,mc2V,17,ow_mc3V_phys,mc3V,22,mc2V||mc3V,0.179751,3
ow_rect_D_phys,rect_D,300,ow_mu_bod_DR24_phys,mu_bod_DR24,136,mu_bod_DR24||rect_D,0.17943199999999998,8
ow_pm1_phys,pm1,12,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||pm1,0.178603,1
ow_Sp_bag_P_1V_phys,Sp_bag_P_1V,149,ow_Sp_bag_P_1R_phys,Sp_bag_P_1R,153,Sp_bag_P_1R||Sp_bag_P_1V,0.178464,1
ow_mc1DL_phys,mc1DL,42,ow_pm3VL_phys,pm3VL,40,mc1DL||pm3VL,0.17782599999999998,2
ow_pm6VL_phys,pm6VL,25,ow_pm5VL_phys,pm5VL,29,pm5VL||pm6VL,0.17738900000000002,1
ow_vulC_phys,vulC,223,ow_um1L_Post_phys,um1L_Post,211,um1L_Post||vulC,0.172435,1
ow_pm1_phys,pm1,12,ow_e3VR_phys,e3VR,6,e3VR||pm1,0.172204,2
ow_uv3_Ant_phys,uv3_Ant,235,ow_utse_phys,utse,243,utse||uv3_Ant,0.17213599999999998,33
ow_e3D_phys,e3D,9,ow_pm2D_phys,pm2D,15,e3D||pm2D,0.171617,7
