
**************************************************************
 Geant4 version Name: geant4-11-03-patch-02 [MT]   (25-April-2025)


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.02980981448255392,-0.2026193621254994,-0.04415289151618234)
     in direction: (0,1,0)
    (local position: (-0.02980981448255392,-0.2026193621254994,-0.04415289151618234))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.02980981448255392,-0.1996310659089772,-0.04415289151618234)
     in direction: (0,1,0)
    (local position: (-0.02980981448255392,-0.1996310659089772,-0.04415289151618234))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.02980981448255392,-0.1708384680373873,-0.04415289151618234)
     in direction: (0,1,0)
    (local position: (-0.02980981448255392,-0.1708384680373873,-0.04415289151618234))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.02980981448255392,-0.1699160869704261,-0.04415289151618234)
     in direction: (0,1,0)
    (local position: (-0.02980981448255392,-0.1699160869704261,-0.04415289151618234))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.02980981448255392,-0.1497892579546962,-0.04415289151618234)
     in direction: (0,1,0)
    (local position: (-0.02980981448255392,-0.1497892579546962,-0.04415289151618234))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.00199508710367796,-0.07911885405053769,-0.03838453046199831)
     in direction: (0,1,0)
    (local position: (-0.00199508710367796,-0.07911885405053769,-0.03838453046199831))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.02860477649206885,-0.1801622109804943,-0.04770231453742295)
     in direction: (0,1,0)
    (local position: (-0.02860477649206885,-0.1801622109804943,-0.04770231453742295))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.02860477649206885,-0.1496544242658338,-0.04770231453742295)
     in direction: (0,1,0)
    (local position: (-0.02860477649206885,-0.1496544242658338,-0.04770231453742295))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.004274713839417899,0.3092161603136721,0.001000717472091068)
     in direction: (0,1,0)
    (local position: (0.004274713839417899,0.3092161603136721,0.001000717472091068))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.002186315359959352,0.0571764000448217,0.04566314936484867)
     in direction: (0,1,0)
    (local position: (-0.002186315359959352,0.0571764000448217,0.04566314936484867))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.001840680743404491,0.3117456644717347,-0.01821652031740732)
     in direction: (0,1,0)
    (local position: (-0.001840680743404491,0.3117456644717347,-0.01821652031740732))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.001450357219944564,-0.3879877295380925,0.06250945555072565)
     in direction: (0,1,0)
    (local position: (-0.001450357219944564,-0.3879877295380925,0.06250945555072565))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.001450357219944564,-0.3878788180451143,0.06250945555072565)
     in direction: (0,1,0)
    (local position: (-0.001450357219944564,-0.3878788180451143,0.06250945555072565))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.001450357219944564,-0.3869033619737295,0.06250945555072565)
     in direction: (0,1,0)
    (local position: (-0.001450357219944564,-0.3869033619737295,0.06250945555072565))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.001450357219944564,-0.3660514918437014,0.06250945555072565)
     in direction: (0,1,0)
    (local position: (-0.001450357219944564,-0.3660514918437014,0.06250945555072565))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.001450357219944564,-0.3660422371288617,0.06250945555072565)
     in direction: (0,1,0)
    (local position: (-0.001450357219944564,-0.3660422371288617,0.06250945555072565))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.001450357219944564,-0.3660412810675841,0.06250945555072565)
     in direction: (0,1,0)
    (local position: (-0.001450357219944564,-0.3660412810675841,0.06250945555072565))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.001450357219944564,-0.3660343578694991,0.06250945555072565)
     in direction: (0,1,0)
    (local position: (-0.001450357219944564,-0.3660343578694991,0.06250945555072565))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.001450357219944564,-0.3660317798487416,0.06250945555072565)
     in direction: (0,1,0)
    (local position: (-0.001450357219944564,-0.3660317798487416,0.06250945555072565))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.006071527137801425,-0.03912633790480124,-0.01690994940495145)
     in direction: (0,1,0)
    (local position: (0.006071527137801425,-0.03912633790480124,-0.01690994940495145))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.009371768871542457,0.02685352264645965,0.0006744138985503127)
     in direction: (0,1,0)
    (local position: (0.009371768871542457,0.02685352264645965,0.0006744138985503127))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.003797771122203571,-0.07629870986362142,-0.04578458092222141)
     in direction: (0,1,0)
    (local position: (-0.003797771122203571,-0.07629870986362142,-0.04578458092222141))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.006855873532485575,0.1096195386845974,0.01742772652973284)
     in direction: (0,1,0)
    (local position: (-0.006855873532485575,0.1096195386845974,0.01742772652973284))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.006855873532485575,0.1150828218113502,0.01742772652973284)
     in direction: (0,1,0)
    (local position: (-0.006855873532485575,0.1150828218113502,0.01742772652973284))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.006855873532485575,0.1233130346438382,0.01742772652973284)
     in direction: (0,1,0)
    (local position: (-0.006855873532485575,0.1233130346438382,0.01742772652973284))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.006855873532485575,0.123314004449418,0.01742772652973284)
     in direction: (0,1,0)
    (local position: (-0.006855873532485575,0.123314004449418,0.01742772652973284))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.006855873532485575,0.1233154842445302,0.01742772652973284)
     in direction: (0,1,0)
    (local position: (-0.006855873532485575,0.1233154842445302,0.01742772652973284))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.006855873532485575,0.1233162804762998,0.01742772652973284)
     in direction: (0,1,0)
    (local position: (-0.006855873532485575,0.1233162804762998,0.01742772652973284))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.006855873532485575,0.123316888388433,0.01742772652973284)
     in direction: (0,1,0)
    (local position: (-0.006855873532485575,0.123316888388433,0.01742772652973284))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.006855873532485575,0.1233206099724317,0.01742772652973284)
     in direction: (0,1,0)
    (local position: (-0.006855873532485575,0.1233206099724317,0.01742772652973284))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.02938681568455682,-0.1774197730213765,-0.04897218066579072)
     in direction: (0,1,0)
    (local position: (-0.02938681568455682,-0.1774197730213765,-0.04897218066579072))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.02938681568455682,-0.1595186485020776,-0.04897218066579072)
     in direction: (0,1,0)
    (local position: (-0.02938681568455682,-0.1595186485020776,-0.04897218066579072))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.02140631996798406,-0.09846526761156116,-0.06573228559361342)
     in direction: (0,1,0)
    (local position: (-0.02140631996798406,-0.09846526761156116,-0.06573228559361342))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.01265285074230681,-0.2156310778899582,-0.01095768843895888)
     in direction: (0,1,0)
    (local position: (-0.01265285074230681,-0.2156310778899582,-0.01095768843895888))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.01265285074230681,0.1962690348407986,-0.01095768843895888)
     in direction: (0,1,0)
    (local position: (-0.01265285074230681,0.1962690348407986,-0.01095768843895888))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.005834677516363214,0.2822114128541778,-0.008616547579726287)
     in direction: (0,1,0)
    (local position: (-0.005834677516363214,0.2822114128541778,-0.008616547579726287))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.01103090251285278,-0.2831062291624324,0.03597975918117783)
     in direction: (0,1,0)
    (local position: (-0.01103090251285278,-0.2831062291624324,0.03597975918117783))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.007272793617141019,0.3660993932920975,0.01663387102106981)
     in direction: (0,1,0)
    (local position: (-0.007272793617141019,0.3660993932920975,0.01663387102106981))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
